Phone,Web_Link,Display,Battery,Processor,Storage,Camera,Weight,Dimensions,Data Technology
CE500,https://www.phonescoop.com/phones/phone.php?p=778,128 x 160 pixelsType: LCD (TFT/TFD),1000 mAh LiIonRemovableTalk: 7 hours max.Standby: 216 hours max.,?,4 MB internal storageExpandable via memory card64 MB card included,"VGA (640 x 480) LED flashbrightness, white balance controlsself-timer, multi-shotVideo: QCIF (176 x 144) 15 fps / up to 1 hour (memory-dependent)",3.7 oz 105 g,3.7 x 1.89 x 0.96 in 94 x 48 x 24.4 mm,EDGE class 10
CF360,https://www.phonescoop.com/phones/phone.php?p=1804,"2 in diagonal, 4:3QVGA 240 x 320 pixels200 ppi approx.Type: LCD (TFT/TFD)",900 mAhRemovableTalk: 3 hours max.Standby: 250 hours max.,?,10 MB internal storageExpandable via memory card,"1+ megapixel night mode, self-timer, brightness, white balance functionsVideo: QVGA (320 x 240)",3.51 oz 100 g,3.97 x 1.89 x 0.67 in 101 x 48 x 16.9 mm,HSDPA 3.6
CG225,https://www.phonescoop.com/phones/phone.php?p=877,128 x 128 pixelsType: LCD (STN),1000 mAh LiIonRemovableTalk: 6 hours max.Standby: 240 hours max.,?,Not expandable,"VGA (640 x 480) self-timer, multi-shotbrightness, white balance controls",3.27 oz 93 g,3.36 x 1.89 x 0.9 in 85 x 48 x 22.9 mm,GPRS class 10
CG300,https://www.phonescoop.com/phones/phone.php?p=851,128 x 160 pixelsType: LCD (STN),1000 mAh LiIonRemovableTalk: 3.4 hours max.Standby: 240 hours max.,?,7.9 MB internal storageNot expandable,"VGA (640 x 480) LED flashself-timer, multi-shotbrightness, white balance controls",3.4 oz 96 g,3.58 x 1.9 x 0.94 in 91 x 48 x 23.9 mm,GPRS class 10
Chocolate 3 VX-8560,https://www.phonescoop.com/phones/phone.php?p=1620,"2.2 in diagonal, 4:3QVGA 240 x 320 pixels182 ppi approx.Type: LCD (TFT/TFD)",800 mAh LiPolymerRemovableTalk: 4.5 hours max.Standby: 350 hours max.,?,140 MB internal storageExpandable via memory cardplus 1 GB of memory only for music,"2+ megapixel self-timer, night mode, white balance, spot metering...Video: QVGA (320 x 240) 1 hour",3.53 oz 100 g,3.87 x 1.95 x 0.69 in 98 x 50 x 17.5 mm,EVDO r0
Chocolate Touch / 8575 Touch,https://www.phonescoop.com/phones/phone.php?p=2309,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 5.1 hours max.Standby: 470 hours max.,?,1 GB internal storageExpandable via memory card909 MB for music / 105 MB for other,"3+ megapixel panorama, self-timer functionsbrightness, white balance controlsfixed-focusplus photo editor (crop, rotate, adjust, draw)Video: QVGA (320 x 240)",4.17 oz 118 g,4.26 x 2.14 x 0.46 in 108 x 54 x 11.6 mm,EVDO r0
Clout,https://www.phonescoop.com/phones/phone.php?p=2365,"2.2 in diagonal, 4:3QVGA 240 x 320 pixels182 ppi approx.Type: LCD (TFT/TFD)",1000 mAhRemovableTalk: 6.5 hours max.Standby: 648 hours max.,?,104 MB available to userExpandable via memory card,2+ megapixelVideo: QCIF (176 x 144) can use as wallpaper / 1 hour,3.59 oz 102 g,3.75 x 1.95 x 0.76 in 95 x 50 x 19.3 mm,EVDO r0
Connect 4G,https://www.phonescoop.com/phones/phone.php?p=3519,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)LG NOVA",1540 mAh LiIonRemovableTalk: 4.5 hours max.Standby: 250 hours max.,1.2 GHz Qualcomm Snapdragon S3 MSM8660dual-core1 GB RAM,4 GB raw hardware1.9 GB available to userExpandable via memory card2 GB card included,"5+ megapixel auto-focus, LED flashnight mode, scene modesVideo: 720p HD",4.83 oz 137 g,4.59 x 2.45 x 0.46 in 117 x 62 x 11.7 mm,LTE (Cat 3) plus EVDO Rev. A
Cosmos 2 / Cosmos 3,https://www.phonescoop.com/phones/phone.php?p=3213,"2 in diagonal, 4:3QVGA 240 x 320 pixels200 ppi approx.Type: LCD (TFT/TFD)",900 mAhRemovableTalk: 6.2 hours max.Standby: 818 hours max.,?,90 MB available to userExpandable via memory card,"1+ megapixel night mode, noise reduction, self-timer, white balance control",4.58 oz 130 g,4.41 x 2.06 x 0.63 in 112 x 52 x 16 mm,1xRTT
Cosmos Touch / Attune / Beacon,https://www.phonescoop.com/phones/phone.php?p=2897,"2.8 in diagonal, 5:3WQVGA 240 x 400 pixels167 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 6 hours max.Standby: 480 hours max.,?,Expandable via memory card,"1+ megapixel noise reduction, night mode, white balance, brightness controlsself-timer, photo editing (crop, rotate)",4.04 oz 114 g,4.05 x 2.08 x 0.65 in 103 x 53 x 16.5 mm,1xRTT
CU320,https://www.phonescoop.com/phones/phone.php?p=797,176 x 220 pixelsType: LCD (TFT/TFD),1000 mAh LiIonRemovable,?,16 MB internal storageExpandable via memory card,"1+ megapixel rotates to face in or outLED flashself-timerbrightness, white balance controlsVideo: 15 fps",4.3 oz 122 g,3.84 x 1.91 x 1 in 98 x 49 x 25.4 mm,WCDMA (UMTS) plus EDGE
CU400 / CU405,https://www.phonescoop.com/phones/phone.php?p=1038,176 x 220 pixelsType: LCD (TFT/TFD),1100 mAh LiIonRemovableTalk: 5 hours max.Standby: 300 hours max.,?,Not expandable,"Some versions onlyVGA (640 x 480) CU400 onlymulti-shot, self-timer functionsbrightness, white balance controlsVideo: QVGA (320 x 240) 15 fps / 3GPP format / 5-14 minutes",3.27 oz 93 g,3.36 x 1.89 x 0.9 in 85 x 48 x 22.9 mm,WCDMA (UMTS) plus EDGE
CU500,https://www.phonescoop.com/phones/phone.php?p=951,176 x 220 pixelsType: LCD (TFT/TFD),1100 mAh LiPolymerRemovableTalk: 3.5 hours max.Standby: 240 hours max.5 hours talk time in GSM mode,?,Expandable via memory card,"1+ megapixel rotates to face in or outself-timer, multi-shot functionsbrightness, white balance controlsVideo: QVGA (320 x 240) 3GPP format / up to 5 minutes at QVGA resolution / up to 14 minutes at QCIF resolution",3.7 oz 105 g,3.8 x 1.95 x 0.76 in 97 x 50 x 19.3 mm,HSDPA 1.8 plus EDGE
CU515,https://www.phonescoop.com/phones/phone.php?p=1320,"2 in diagonal, 5:4176 x 220 pixels141 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 398 hours max.,?,55 MB internal storageExpandable via memory card,"1+ megapixel brightness, white balance controlsmulti-shot, self-timer functionsimage editorVideo: QCIF (176 x 144)",3.36 oz 95 g,3.78 x 1.95 x 0.72 in 96 x 50 x 18.3 mm,HSDPA 3.6 plus EDGE
Dare VX-9700,https://www.phonescoop.com/phones/phone.php?p=1524,"3 in diagonal, 5:3WQVGA 240 x 400 pixels157 ppi approx.Type: LCD (TFT/TFD)",1100 mAh LiIonRemovableTalk: 4.7 hours max.Standby: 360 hours max.,?,148 MB internal storageExpandable via memory card,"3+ megapixel Schneider-Kreuznach lensLED flashface detectionscene modespanoramaself-timer, brightness, white balance, night mode, ISO controlsimage editorVideo: VGA (640 x 480) up to 120 fps for slow-motion playback / 1 hour",3.76 oz 107 g,4.1 x 2.2 x 0.5 in 104 x 56 x 12.7 mm,EVDO rA
Decoy VX-8610,https://www.phonescoop.com/phones/phone.php?p=1499,"2.2 in diagonal, 4:3QVGA 240 x 320 pixels182 ppi approx.Type: LCD (TFT/TFD)",800 mAh LiIonRemovableTalk: 3.8 hours max.Standby: 330 hours max.,Qualcomm MSM6550A,66 MB internal storageExpandable via memory card,"2+ megapixel self-timer, white balance, night mode optionsVideo: QVGA (320 x 240)",4.05 oz 115 g,4.01 x 1.97 x 0.67 in 102 x 50 x 17 mm,EVDO r0
dLite,https://www.phonescoop.com/phones/phone.php?p=2581,"2.8 in diagonal, 5:3WQVGA 240 x 400 pixels167 ppi approx.Type: LCD (TFT/TFD)",900 mAhRemovableTalk: 5.5 hours max.Standby: 360 hours max.,?,Expandable via memory card,"2+ megapixel night mode, self-timerVideo: QVGA (320 x 240)",3.49 oz 99 g,4.27 x 2.03 x 0.57 in 108 x 52 x 14.5 mm,HSPA 7.2
DoublePlay,https://www.phonescoop.com/phones/phone.php?p=3232,"3.5 in diagonal, 3:2320 x 480 pixels165 ppi approx.Type: LCD (TFT/TFD)plus 2-inch QVGA touch sub-display",1500 mAh LiIonRemovableTalk: 3 hours max.Standby: 264 hours max.,1 GHz Qualcomm Snapdragon S2 MSM8255512 MB RAM,2 GB raw hardware973 MB available to userExpandable via memory card2 GB card included,"5+ megapixel auto-focus, LED flashface detectionVideo: 720p HD",6.7 oz 190 g,4.8 x 2.5 x 0.63 in 122 x 64 x 16 mm,HSPA 14.4
Enact,https://www.phonescoop.com/phones/phone.php?p=4136,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)",2460 mAh LiIonRemovableTalk: 11.6 hours max.Standby: 216 hours max.,1.2 GHz Qualcomm Snapdragon 400 MSM8930dual-core,8 GB raw hardwareExpandable via memory card,"5+ megapixel LED flashpanorama, HDR, Time Catch, capture photo and video at same timeVideo: 1080p HD",5.99 oz 170 g,4.37 x 2.06 x 0.62 in 111 x 52 x 15.7 mm,LTE (Cat 3)
Encore,https://www.phonescoop.com/phones/phone.php?p=2955,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",950 mAh LiIonRemovableTalk: 3 hours max.Standby: 240 hours max.,?,32 MB internal storageExpandable via memory card,"3+ megapixel scene modes, brightness, white balance functionsVideo: QVGA (320 x 240) 2 hours",3.7 oz 105 g,4.17 x 2.1 x 0.47 in 106 x 53 x 11.9 mm,HSDPA 3.6
Enlighten / Optimus Slider / Optimus Zip,https://www.phonescoop.com/phones/phone.php?p=3271,"3.2 in diagonal, 3:2320 x 480 pixels180 ppi approx.Type: LCD (TFT/TFD)",1500 mAh LiIonRemovableTalk: 6 hours max.Standby: 550 hours max.,800 MHz Qualcomm MSM7627T,150 MB available to userExpandable via memory card2 GB card included,"3+ megapixel night, macro modesVideo: VGA (640 x 480)",5.54 oz 157 g,4.5 x 2.3 x 0.58 in 114 x 58 x 14.7 mm,EVDO rA
enV Touch VX-11000,https://www.phonescoop.com/phones/phone.php?p=2053,"3 in diagonal, 3:5WVGA 800 x 480 pixels311 ppi approx.Type: LCD (TFT/TFD)",950 mAhRemovableTalk: 4.3 hours max.Standby: 408 hours max.,?,Expandable via memory card,"3+ megapixel auto-focus, flashpanorama, smile detection, self-timer, white balance functionsVideo: VGA (640 x 480)",4.92 oz 139 g,4.52 x 2.16 x 0.66 in 115 x 55 x 16.8 mm,EVDO rA
enV VX-9900,https://www.phonescoop.com/phones/phone.php?p=988,QVGA 320 x 240 pixelsType: LCD (TFT/TFD),950 mAh LiPolymerRemovableTalk: 4.5 hours max.Standby: 460 hours max.,?,Expandable via memory card,"2+ megapixel auto-focusLED flashlens coverbrightness, white balance controlsself-timer, night mode functionsVideo: QVGA (320 x 240) 3GPP2 format / 1 hour",4.6 oz 130 g,4.64 x 2.08 x 0.78 in 118 x 53 x 19.8 mm,EVDO r0
enV2 (VX-9100),https://www.phonescoop.com/phones/phone.php?p=1558,"2.4 in diagonal, 3:4QVGA 320 x 240 pixels167 ppi approx.Type: LCD (TFT/TFD)inner display",950 mAh LiPolymerRemovableTalk: 5.3 hours max.Standby: 520 hours max.,?,63 MB internal storageExpandable via memory card,"2+ megapixel brightness, white balance controlsself-timerVideo: QVGA (320 x 240) 1 hour",4.23 oz 120 g,4 x 2.13 x 0.65 in 102 x 54 x 16.5 mm,EVDO r0
enV3 VX-9200,https://www.phonescoop.com/phones/phone.php?p=2035,"2.6 in diagonal, 3:4QVGA 320 x 240 pixels154 ppi approx.Type: LCD (TFT/TFD)inner display",950 mAhRemovableTalk: 5.5 hours max.Standby: 460 hours max.,?,Expandable via memory card,"3+ megapixel flashpanorama, smile detection, multi-shot, self-timer functionsbrightness, white balance controlsVideo: QVGA (320 x 240) up to 1 hour",3.77 oz 107 g,4.11 x 2.13 x 0.65 in 104 x 54 x 16.5 mm,EVDO r0
Envoy,https://www.phonescoop.com/phones/phone.php?p=3464,"2.2 in diagonal, 5:4176 x 220 pixels128 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 6 hours max.Standby: 480 hours max.,?,24 MB available to userNot expandable,"VGA (640 x 480) night mode, photo editor",3.39 oz 96 g,3.76 x 1.94 x 0.7 in 96 x 49 x 17.8 mm,1xRTT
Envoy II / Fluid,https://www.phonescoop.com/phones/phone.php?p=3964,"2.2 in diagonal, 5:4176 x 220 pixels128 ppi approx.Type: LCD (TFT/TFD)",950 mAh LiIonRemovableTalk: 5 hours max.Standby: 300 hours max.,?,129 KB available to userNot expandable,"Some versions only1+ megapixel UN-160 onlywith dedicated buttonbrightness control, multi-shot, night mode, image editor",3.66 oz 104 g,3.9 x 2 x 0.7 in 99 x 51 x 17.8 mm,1xRTT
Escape,https://www.phonescoop.com/phones/phone.php?p=3869,"4.3 in diagonal, 16:9qHD 540 x 960 pixels256 ppi approx.Type: LCD (TFT/TFD)IPS",2150 mAh LiIonRemovableTalk: 8.5 hours max.Standby: 312 hours max.,1.2 GHz Qualcomm Snapdragon MSM8960Ldual-core1 GB RAM,4 GB raw hardware1.7 GB available to userExpandable via memory card,"5+ megapixel time catch mode, HDR, panoramavoice-activated shutter""time catch"" modeVideo: 1080p HD",4.5 oz 128 g,4.96 x 2.54 x 0.37 in 126 x 65 x 9.4 mm,LTE (Cat 3) plus HSPA+ 21
Escape 2,https://www.phonescoop.com/phones/phone.php?p=4702,"4.7 in diagonal, 16:9HD 720 x 1280 pixels312 ppi approx.Type: LCD (TFT/TFD)IPS",2100 mAh LiIonRemovableTalk: 10 hours max.Standby: 240 hours max.,1.2 GHz Qualcomm Snapdragon 410 MSM8916quad-core1 GB RAM,8 GB raw hardware2.8 GB available to userExpandable via memory card,"8+ megapixel auto-focus, LED flashVideo: 1080p HD",4.2 oz 119 g,5.25 x 2.6 x 0.39 in 133 x 66 x 9.9 mm,LTE (Cat 3)
Escape Plus / Arena 2 / K30 2019,https://www.phonescoop.com/phones/phone.php?p=6054,"5.5 in diagonal, 2:1720 x 1440 pixels295 ppi approx.Type: LCD (TFT/TFD)",3000 mAh LiIonNon-removableTalk: 11 hours max.Standby: 360 hours max.,1.4 GHz Qualcomm Snapdragon 425 MSM8917quad-core2 GB RAM,32 GB raw hardware16 GB available to userExpandable via memory cardunlocked version has 16 GB raw hardware; 8 GB available to user,"8+ megapixel LED flashauto-HDR, portrait mode, gesture triggerVideo: 1080p HD GIF mode (Flash Jump-Cut)",5.18 oz 147 g,5.78 x 2.81 x 0.32 in 147 x 71 x 8.1 mm,LTE (Cat 4)
Esteem,https://www.phonescoop.com/phones/phone.php?p=3392,"4.3 in diagonal, 5:3WVGA 480 x 800 pixels217 ppi approx.Type: LCD (TFT/TFD)",1500 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 200 hours max.,1 GHz Qualcomm Snapdragon,8 GB raw hardwareExpandable via memory card,"5+ megapixel auto-focus, LED flashVideo: 720p HD",6.06 oz 172 g,5.03 x 2.63 x 0.53 in 128 x 67 x 13.5 mm,LTE (Cat 3)
Exalt / Wine III,https://www.phonescoop.com/phones/phone.php?p=4097,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",900 mAh LiIonRemovableTalk: 5.5 hours max.Standby: 430 hours max.,?,260 MB available to userExpandable via memory card,2+ megapixelVideo: QVGA (320 x 240),3.88 oz 110 g,4.37 x 2.06 x 0.62 in 111 x 52 x 15.7 mm,1xRTT
Exalt II / Wine IV,https://www.phonescoop.com/phones/phone.php?p=4811,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",900 mAh LiIonRemovableTalk: 6 hours max.Standby: 360 hours max.,?,260 GB available to userExpandable via memory card,"5+ megapixel night mode, timerVideo: QVGA (320 x 240)",3.99 oz 113 g,4.4 x 2.1 x 0.61 in 112 x 53 x 15.5 mm,EVDO rA
Exalt LTE / Wine LTE,https://www.phonescoop.com/phones/phone.php?p=5440,"3 in diagonal, 5:3WQVGA 240 x 400 pixels155 ppi approx.Type: LCD (TFT/TFD)",1470 mAh LiIonRemovableTalk: 6 hours max.Standby: 240 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM8909,8 GB raw hardware4.3 GB available to userExpandable via memory card,"5+ megapixel auto-focus, dedicated buttoncan take stills while recording video, timerVideo: 720p HD",4.59 oz 130 g,4.44 x 2.13 x 0.69 in 113 x 54 x 17.5 mm,LTE (Cat 4)
eXpo GW820,https://www.phonescoop.com/phones/phone.php?p=2223,"3.2 in diagonal, 5:3WVGA 480 x 800 pixels292 ppi approx.Type: LCD (TFT/TFD)",1500 mAh LiPolymerRemovableTalk: 4 hours max.Standby: 408 hours max.,1 GHz,Expandable via memory card,"5+ megapixel auto-focus, LED flashmacro, brightness, scene modes, timer, brightness, white balance, ISO functionsVideo: Yes",5.2 oz 147 g,4.45 x 2.16 x 0.63 in 113 x 55 x 16 mm,HSPA 7.2
Extravert,https://www.phonescoop.com/phones/phone.php?p=3386,"2.8 in diagonal, 5:3WQVGA 240 x 400 pixels167 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 5.8 hours max.Standby: 550 hours max.,?,90 MB available to userExpandable via memory card,"2+ megapixel night mode, self-timerphoto editorVideo: QVGA (320 x 240)",4.3 oz 122 g,4.13 x 2.09 x 0.62 in 105 x 53 x 15.7 mm,1xRTT
Extravert 2 / Freedom II,https://www.phonescoop.com/phones/phone.php?p=4368,"3.2 in diagonal, 5:3WQVGA 240 x 400 pixels146 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 6.1 hours max.Standby: 380 hours max.,?,512 MB raw hardware260 MB available to userExpandable via memory card,2+ megapixelVideo: QVGA (320 x 240),4.15 oz 118 g,4.4 x 2.15 x 0.64 in 112 x 55 x 16.3 mm,1xRTT
F9200,https://www.phonescoop.com/phones/phone.php?p=782,128 x 160 pixelsType: LCD (STN),950 mAh LiIonRemovableTalk: 4 hours max.Standby: 300 hours max.,?,3 MB internal storageNot expandable,"VGA (640 x 480) brightness, white balance controlsmultishot, self-timer functions",4.74 oz 134 g,4.34 x 1.97 x 0.97 in 110 x 50 x 24.6 mm,GPRS class 10
Fathom,https://www.phonescoop.com/phones/phone.php?p=2464,"3.2 in diagonal, 5:3WVGA 480 x 800 pixels292 ppi approx.Type: LCD (TFT/TFD)",1500 mAh LiPolymerRemovableTalk: 7 hours max.Standby: 475 hours max.,1 GHz Qualcomm Snapdragon S1 QSD8650,211 MB available to userExpandable via memory card,"3+ megapixel auto-focusmacro, panorama, scene modesVideo: VGA (640 x 480) one hour",5.36 oz 152 g,4.53 x 2.2 x 0.65 in 115 x 56 x 16.5 mm,EVDO rA plus HSDPA (overseas only)
Fortune 2 / Risio 3 / Phoenix 4,https://www.phonescoop.com/phones/phone.php?p=5607,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)",2500 mAh LiIonRemovable,1.4 GHz Qualcomm Snapdragon 425 MSM8917quad-core2 GB RAM,16 GB raw hardware9.8 GB available to userExpandable via memory card,"8+ megapixel LED flashHDR, voice triggerVideo: 1080p HD",4.9 oz 139 g,5.7 x 2.9 x 0.32 in 145 x 74 x 8.1 mm,LTE (Cat 4)
Fusic / LX-550,https://www.phonescoop.com/phones/phone.php?p=865,176 x 220 pixelsType: LCD (TFT/TFD),1000 mAh LiPolymerRemovable1000 mAhTalk: 4.5 hours max.Standby: 180 hours max.,?,23 MB internal storageExpandable via memory card,"1+ megapixel located on backLED flashself-timerbrightness, white balance controlsVideo: QCIF (176 x 144) 3GPP2 format / 15 fps / 30 minutes",4.23 oz 120 g,3.78 x 1.89 x 0.78 in 96 x 48 x 19.8 mm,EVDO r0
G Flex (Sprint),https://www.phonescoop.com/phones/phone.php?p=4270,"6 in diagonal, 16:9HD 720 x 1280 pixels245 ppi approx.Type: AMOLED",3500 mAhNon-removableTalk: 29 hours max.,2.3 GHz Qualcomm Snapdragon 800 MSM8974quad-core2 GB RAM,32 GB raw hardware24 GB available to userNot expandable,"13+ megapixel auto-focus, LED flashHDR, panorama, dual-camera modem Time Catch, night mode, burst mode, can capture stills while recording videoVideo: 4K UHD can capture stills while recording video / pause during record / editing",6.24 oz 177 g,6.32 x 3.21 x 0.31 in 161 x 82 x 7.9 mm,LTE (Cat 4)
G Flex (U.S. GSM),https://www.phonescoop.com/phones/phone.php?p=4357,"6 in diagonal, 16:9HD 720 x 1280 pixels245 ppi approx.Type: AMOLED",3500 mAh LiIonNon-removableTalk: 19.4 hours max.Standby: 696 hours max.,2.3 GHz Qualcomm Snapdragon 800quad-core2 GB RAM,32 GB raw hardware24 GB available to userNot expandable,"13+ megapixel auto-focus, LED flashpanorama, Time Catch, HDR, voice-activated shutterVideo: 4K UHD with video editor",6.24 oz 177 g,6.32 x 3.21 x 0.31 in 160 x 82 x 8 mm,LTE (Cat 4)
G Flex2 (CDMA),https://www.phonescoop.com/phones/phone.php?p=4644,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: AMOLED",3000 mAh LiPolymerNon-removableTalk: 23 hours max.Standby: 456 hours max.,Qualcomm Snapdragon 81064-bit / 8-core2 GB RAMsome versions have 3 GB,32 GB raw hardware23 GB available to userExpandable via memory cardsome versions have 16 GB storage,"13+ megapixel laser focus, dual-LED warm flash, OISpanorama, auto HDR, timer, visual and motion gesture controlVideo: 4K UHD",5.36 oz 152 g,5.87 x 2.96 x 0.35 in 149 x 75 x 8.9 mm,LTE (Cat 4)
G Flex2 (GSM),https://www.phonescoop.com/phones/phone.php?p=4669,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: AMOLED",3000 mAh LiPolymerNon-removableTalk: 18 hours max.Standby: 408 hours max.,Qualcomm Snapdragon 81064-bit / 8-core3 GB RAM16 GB version has 2 GB,32 GB raw hardware23 GB available to userExpandable via memory cardsome versions have 16 GB storage,"13+ megapixel laser focus, dual-LED warm flash, OISpanorama, auto HDR, timer, visual and motion gesture controlVideo: 4K UHD",5.36 oz 152 g,5.87 x 2.96 x 0.35 in 149 x 75 x 8.9 mm,LTE (Cat 4)
G Stylo (CDMA),https://www.phonescoop.com/phones/phone.php?p=4727,"5.7 in diagonal, 16:9HD 720 x 1280 pixels258 ppi approx.Type: LCD (TFT/TFD)IPS",3000 mAh LiIonRemovableTalk: 24 hours max.,1.2 GHz Qualcomm Snapdragon 410 MSM89161 GB RAM,8 GB raw hardware3.4 GB available to userExpandable via memory card,"8+ megapixel laser auto-focus, LED flashHDR, panoramaVideo: 1080p HD",5.85 oz 166 g,6.08 x 3.12 x 0.37 in 154 x 79 x 9.4 mm,LTE (Cat 4)
G Stylo (GSM),https://www.phonescoop.com/phones/phone.php?p=4722,"5.7 in diagonal, 16:9HD 720 x 1280 pixels258 ppi approx.Type: LCD (TFT/TFD)IPS",3000 mAh LiIonRemovableTalk: 18 hours max.Standby: 432 hours max.,1.2 GHz Qualcomm Snapdragon 410 MSM8916quad-core2 GB RAM,16 GB raw hardware11.6 GB available to userExpandable via memory card8 GB internal storage (raw hardware) for H634/Cricket variant,"13+ megapixel 8-megapixel in H634/Cricket variantlaser focus, LED flashpanorama, auto HDR, timer, face detectionVideo: 1080p HD",5.8 oz 164 g,6.07 x 3.12 x 0.38 in 154 x 79 x 9.7 mm,LTE (Cat 4)
G Vista (CDMA),https://www.phonescoop.com/phones/phone.php?p=4469,"5.7 in diagonal, 16:9HD 720 x 1280 pixels258 ppi approx.Type: LCD (TFT/TFD)IPS",3200 mAh LiIonRemovableTalk: 15.1 hours max.Standby: 514 hours max.,1.2 GHz Qualcomm Snapdragon 400 MSM8926quad-core1.5 GB RAM,8 GB raw hardware3.8 GB available to userExpandable via memory card,"8+ megapixel laser focus, LED flashpanorama, HDR, gesture trigger for self-photosVideo: 1080p HD can capture stills while recording video / can pause recording, video editor",5.93 oz 168 g,5.99 x 3.12 x 0.36 in 152 x 79 x 9.1 mm,LTE (Cat 4)
